,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Vertex 1,Vertex 2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,ID,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),Tweet,URLs in Tweet,Domains in Tweet,Hashtags in Tweet,Tweet Date (UTC),Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,Edge Weight
janesherd,flotus,,,,,,,,,,507,,,Mentions,4/30/2019 23:01,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:01,https://twitter.com/#!/janesherd/status/1123361726567571456,,,1123361726567571456,,1
bunnydear,littoralsociety,,,,,,,,,,508,,,Mentions,4/30/2019 23:04,"RT @littoralsociety: 180 people at three sites removed 202 bags of marine debris totaling approximately 2,424 lbs. of plastics, bottles, ba…",,,,4/30/2019 23:04,https://twitter.com/#!/bunnydear/status/1123362466040356864,,,1123362466040356864,,1
brendakay57,donaldjtrumpjr,,,,,,,,,,509,,,Mentions,4/30/2019 23:10,@FLOTUS @WhiteHouse @NatlParkService @USDA_ARS @foxandfriends @FoxNews @WhiteHouse @GOP @FLOTUS @DonaldJTrumpJr… https://t.co/LESFqIsyXy,https://twitter.com/i/web/status/1123364036039413760,twitter.com,,4/30/2019 23:10,https://twitter.com/#!/brendakay57/status/1123364036039413760,,,1123364036039413760,1122270985280004096,1
brendakay57,foxnews,,,,,,,,,,510,,,Mentions,4/30/2019 23:10,@FLOTUS @WhiteHouse @NatlParkService @USDA_ARS @foxandfriends @FoxNews @WhiteHouse @GOP @FLOTUS @DonaldJTrumpJr… https://t.co/LESFqIsyXy,https://twitter.com/i/web/status/1123364036039413760,twitter.com,,4/30/2019 23:10,https://twitter.com/#!/brendakay57/status/1123364036039413760,,,1123364036039413760,1122270985280004096,1
brendakay57,foxandfriends,,,,,,,,,,511,,,Mentions,4/30/2019 23:10,@FLOTUS @WhiteHouse @NatlParkService @USDA_ARS @foxandfriends @FoxNews @WhiteHouse @GOP @FLOTUS @DonaldJTrumpJr… https://t.co/LESFqIsyXy,https://twitter.com/i/web/status/1123364036039413760,twitter.com,,4/30/2019 23:10,https://twitter.com/#!/brendakay57/status/1123364036039413760,,,1123364036039413760,1122270985280004096,1
brendakay57,gop,,,,,,,,,,512,,,Mentions,4/30/2019 23:10,@FLOTUS @WhiteHouse @NatlParkService @USDA_ARS @foxandfriends @FoxNews @WhiteHouse @GOP @FLOTUS @DonaldJTrumpJr… https://t.co/LESFqIsyXy,https://twitter.com/i/web/status/1123364036039413760,twitter.com,,4/30/2019 23:10,https://twitter.com/#!/brendakay57/status/1123364036039413760,,,1123364036039413760,1122270985280004096,1
brendakay57,usda_ars,,,,,,,,,,513,,,Mentions,4/30/2019 23:10,@FLOTUS @WhiteHouse @NatlParkService @USDA_ARS @foxandfriends @FoxNews @WhiteHouse @GOP @FLOTUS @DonaldJTrumpJr… https://t.co/LESFqIsyXy,https://twitter.com/i/web/status/1123364036039413760,twitter.com,,4/30/2019 23:10,https://twitter.com/#!/brendakay57/status/1123364036039413760,,,1123364036039413760,1122270985280004096,1
brendakay57,natlparkservice,,,,,,,,,,514,,,Mentions,4/30/2019 23:10,@FLOTUS @WhiteHouse @NatlParkService @USDA_ARS @foxandfriends @FoxNews @WhiteHouse @GOP @FLOTUS @DonaldJTrumpJr… https://t.co/LESFqIsyXy,https://twitter.com/i/web/status/1123364036039413760,twitter.com,,4/30/2019 23:10,https://twitter.com/#!/brendakay57/status/1123364036039413760,,,1123364036039413760,1122270985280004096,1
brendakay57,whitehouse,,,,,,,,,,515,,,Mentions,4/30/2019 23:10,@FLOTUS @WhiteHouse @NatlParkService @USDA_ARS @foxandfriends @FoxNews @WhiteHouse @GOP @FLOTUS @DonaldJTrumpJr… https://t.co/LESFqIsyXy,https://twitter.com/i/web/status/1123364036039413760,twitter.com,,4/30/2019 23:10,https://twitter.com/#!/brendakay57/status/1123364036039413760,,,1123364036039413760,1122270985280004096,1
brendakay57,flotus,,,,,,,,,,516,,,Replies to,4/30/2019 23:10,@FLOTUS @WhiteHouse @NatlParkService @USDA_ARS @foxandfriends @FoxNews @WhiteHouse @GOP @FLOTUS @DonaldJTrumpJr… https://t.co/LESFqIsyXy,https://twitter.com/i/web/status/1123364036039413760,twitter.com,,4/30/2019 23:10,https://twitter.com/#!/brendakay57/status/1123364036039413760,,,1123364036039413760,1122270985280004096,1
mymontruong1,us,,,,,,,,,,517,,,Mentions,4/30/2019 23:10,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:10,https://twitter.com/#!/mymontruong1/status/1123364123033518081,,,1123364123033518081,,1
mymontruong1,natlparkservice,,,,,,,,,,518,,,Mentions,4/30/2019 23:10,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:10,https://twitter.com/#!/mymontruong1/status/1123364123033518081,,,1123364123033518081,,1
mymontruong1,flotus,,,,,,,,,,519,,,Mentions,4/30/2019 23:10,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:10,https://twitter.com/#!/mymontruong1/status/1123364123033518081,,,1123364123033518081,,1
westminister,us,,,,,,,,,,520,,,Mentions,4/30/2019 23:27,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:27,https://twitter.com/#!/westminister/status/1123368215416123392,,,1123368215416123392,,1
westminister,natlparkservice,,,,,,,,,,521,,,Mentions,4/30/2019 23:27,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:27,https://twitter.com/#!/westminister/status/1123368215416123392,,,1123368215416123392,,1
westminister,flotus,,,,,,,,,,522,,,Mentions,4/30/2019 23:27,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:27,https://twitter.com/#!/westminister/status/1123368215416123392,,,1123368215416123392,,1
bouzancatherine,bostonnhp,,,,,,,,,,523,,,Mentions,4/30/2019 23:31,@MsB_History @NatlParkService @bostonNHP So cool!! Congratulations!,,,,4/30/2019 23:31,https://twitter.com/#!/bouzancatherine/status/1123369274565976069,,,1123369274565976069,1123351896897544193,1
bouzancatherine,natlparkservice,,,,,,,,,,524,,,Mentions,4/30/2019 23:31,@MsB_History @NatlParkService @bostonNHP So cool!! Congratulations!,,,,4/30/2019 23:31,https://twitter.com/#!/bouzancatherine/status/1123369274565976069,,,1123369274565976069,1123351896897544193,1
bouzancatherine,msb_history,,,,,,,,,,525,,,Replies to,4/30/2019 23:31,@MsB_History @NatlParkService @bostonNHP So cool!! Congratulations!,,,,4/30/2019 23:31,https://twitter.com/#!/bouzancatherine/status/1123369274565976069,,,1123369274565976069,1123351896897544193,1
sandrallewelly7,whitehouse,,,,,,,,,,526,,,Mentions,4/30/2019 23:33,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Awesome beautiful FIRST LADY MELANIA TRUMP LOVE Y'ALL PRAYING,,,,4/30/2019 23:33,https://twitter.com/#!/sandrallewelly7/status/1123369895901704192,,,1123369895901704192,1122880769347719169,1
sandrallewelly7,usda_ars,,,,,,,,,,527,,,Mentions,4/30/2019 23:33,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Awesome beautiful FIRST LADY MELANIA TRUMP LOVE Y'ALL PRAYING,,,,4/30/2019 23:33,https://twitter.com/#!/sandrallewelly7/status/1123369895901704192,,,1123369895901704192,1122880769347719169,1
sandrallewelly7,natlparkservice,,,,,,,,,,528,,,Mentions,4/30/2019 23:33,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Awesome beautiful FIRST LADY MELANIA TRUMP LOVE Y'ALL PRAYING,,,,4/30/2019 23:33,https://twitter.com/#!/sandrallewelly7/status/1123369895901704192,,,1123369895901704192,1122880769347719169,1
sandrallewelly7,flotus,,,,,,,,,,529,,,Replies to,4/30/2019 23:33,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Awesome beautiful FIRST LADY MELANIA TRUMP LOVE Y'ALL PRAYING,,,,4/30/2019 23:33,https://twitter.com/#!/sandrallewelly7/status/1123369895901704192,,,1123369895901704192,1122880769347719169,1
kjwawb,us,,,,,,,,,,530,,,Mentions,4/30/2019 23:36,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:36,https://twitter.com/#!/kjwawb/status/1123370498174398464,,,1123370498174398464,,1
kjwawb,natlparkservice,,,,,,,,,,531,,,Mentions,4/30/2019 23:36,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:36,https://twitter.com/#!/kjwawb/status/1123370498174398464,,,1123370498174398464,,1
kjwawb,flotus,,,,,,,,,,532,,,Mentions,4/30/2019 23:36,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:36,https://twitter.com/#!/kjwawb/status/1123370498174398464,,,1123370498174398464,,1
kathy21423071,us,,,,,,,,,,533,,,Mentions,4/30/2019 23:38,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:38,https://twitter.com/#!/kathy21423071/status/1123370953105387521,,,1123370953105387521,,1
kathy21423071,natlparkservice,,,,,,,,,,534,,,Mentions,4/30/2019 23:38,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:38,https://twitter.com/#!/kathy21423071/status/1123370953105387521,,,1123370953105387521,,1
kathy21423071,flotus,,,,,,,,,,535,,,Mentions,4/30/2019 23:38,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:38,https://twitter.com/#!/kathy21423071/status/1123370953105387521,,,1123370953105387521,,1
alberto65896253,us,,,,,,,,,,536,,,Mentions,4/30/2019 23:45,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:45,https://twitter.com/#!/alberto65896253/status/1123372818610233344,,,1123372818610233344,,1
alberto65896253,natlparkservice,,,,,,,,,,537,,,Mentions,4/30/2019 23:45,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:45,https://twitter.com/#!/alberto65896253/status/1123372818610233344,,,1123372818610233344,,1
alberto65896253,flotus,,,,,,,,,,538,,,Mentions,4/30/2019 23:45,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:45,https://twitter.com/#!/alberto65896253/status/1123372818610233344,,,1123372818610233344,,1
woodswalker,natlparkservice,,,,,,,,,,539,,,Mentions,4/30/2019 23:50,"RT @NPCA: DYK: More than 80% of the U.S. population can no longer see the Milky Way from their front door? Luckily, the @NatlParkService ha…",,,,4/30/2019 23:50,https://twitter.com/#!/woodswalker/status/1123374123713884161,,,1123374123713884161,,1
woodswalker,npca,,,,,,,,,,540,,,Mentions,4/30/2019 23:50,"RT @NPCA: DYK: More than 80% of the U.S. population can no longer see the Milky Way from their front door? Luckily, the @NatlParkService ha…",,,,4/30/2019 23:50,https://twitter.com/#!/woodswalker/status/1123374123713884161,,,1123374123713884161,,1
jackiehernndez9,nasajpl,,,,,,,,,,541,,,Replies to,4/30/2019 23:51,@NASAJPL @NASA @NatlParkService Me gustaria leer en Español !,,,,4/30/2019 23:51,https://twitter.com/#!/jackiehernndez9/status/1123374471690190850,,,1123374471690190850,1121084959941222401,1
jackiehernndez9,natlparkservice,,,,,,,,,,542,,,Mentions,4/30/2019 23:51,@NASAJPL @NASA @NatlParkService Me gustaria leer en Español !,,,,4/30/2019 23:51,https://twitter.com/#!/jackiehernndez9/status/1123374471690190850,,,1123374471690190850,1121084959941222401,1
jackiehernndez9,nasa,,,,,,,,,,543,,,Mentions,4/30/2019 23:51,@NASAJPL @NASA @NatlParkService Me gustaria leer en Español !,,,,4/30/2019 23:51,https://twitter.com/#!/jackiehernndez9/status/1123374471690190850,,,1123374471690190850,1121084959941222401,1
littoralsociety,littoralsociety,,,,,,,,,,544,,,Tweet,4/30/2019 18:30,"180 people at three sites removed 202 bags of marine debris totaling approximately 2,424 lbs. of plastics, bottles,… https://t.co/a3bRQwwBCg",https://twitter.com/i/web/status/1123293476358107137,twitter.com,,4/30/2019 18:30,https://twitter.com/#!/littoralsociety/status/1123293476358107137,,,1123293476358107137,,1
endangered_nj,littoralsociety,,,,,,,,,,545,,,Mentions,4/30/2019 23:52,"RT @littoralsociety: 180 people at three sites removed 202 bags of marine debris totaling approximately 2,424 lbs. of plastics, bottles, ba…",,,,4/30/2019 23:52,https://twitter.com/#!/endangered_nj/status/1123374681036394501,,,1123374681036394501,,1
turnkelub,sentoddyoung,,,,,,,,,,546,,,Replies to,4/30/2019 23:53,@SenToddYoung @IndianaDunesNPS @NatlParkService Is that on the way to Chicago??? I rocked it there...,,,,4/30/2019 23:53,https://twitter.com/#!/turnkelub/status/1123374850398093312,,,1123374850398093312,1119601614531121152,1
turnkelub,natlparkservice,,,,,,,,,,547,,,Mentions,4/30/2019 23:53,@SenToddYoung @IndianaDunesNPS @NatlParkService Is that on the way to Chicago??? I rocked it there...,,,,4/30/2019 23:53,https://twitter.com/#!/turnkelub/status/1123374850398093312,,,1123374850398093312,1119601614531121152,1
turnkelub,indianadunesnps,,,,,,,,,,548,,,Mentions,4/30/2019 23:53,@SenToddYoung @IndianaDunesNPS @NatlParkService Is that on the way to Chicago??? I rocked it there...,,,,4/30/2019 23:53,https://twitter.com/#!/turnkelub/status/1123374850398093312,,,1123374850398093312,1119601614531121152,1
corbett8susan,whitehouse,,,,,,,,,,549,,,Mentions,4/30/2019 23:55,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse You are such a fine example of a First Lady. Best in my lifetime ????????,,,,4/30/2019 23:55,https://twitter.com/#!/corbett8susan/status/1123375392356818944,,,1123375392356818944,1122880769347719169,1
corbett8susan,usda_ars,,,,,,,,,,550,,,Mentions,4/30/2019 23:55,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse You are such a fine example of a First Lady. Best in my lifetime ????????,,,,4/30/2019 23:55,https://twitter.com/#!/corbett8susan/status/1123375392356818944,,,1123375392356818944,1122880769347719169,1
corbett8susan,natlparkservice,,,,,,,,,,551,,,Mentions,4/30/2019 23:55,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse You are such a fine example of a First Lady. Best in my lifetime ????????,,,,4/30/2019 23:55,https://twitter.com/#!/corbett8susan/status/1123375392356818944,,,1123375392356818944,1122880769347719169,1
corbett8susan,flotus,,,,,,,,,,552,,,Replies to,4/30/2019 23:55,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse You are such a fine example of a First Lady. Best in my lifetime ????????,,,,4/30/2019 23:55,https://twitter.com/#!/corbett8susan/status/1123375392356818944,,,1123375392356818944,1122880769347719169,1
robertasparks8,us,,,,,,,,,,553,,,Mentions,4/30/2019 23:55,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:55,https://twitter.com/#!/robertasparks8/status/1123375431347003393,,,1123375431347003393,,1
robertasparks8,natlparkservice,,,,,,,,,,554,,,Mentions,4/30/2019 23:55,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:55,https://twitter.com/#!/robertasparks8/status/1123375431347003393,,,1123375431347003393,,1
robertasparks8,flotus,,,,,,,,,,555,,,Mentions,4/30/2019 23:55,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,4/30/2019 23:55,https://twitter.com/#!/robertasparks8/status/1123375431347003393,,,1123375431347003393,,1
modeezy101,natlparkservice,,,,,,,,,,556,,,Mentions,5/1/2019 0:00,"RT @NatlParkService: Well hello there!

Do you follow the @NatlParkService on Instagram?

If not, join us at https://t.co/VajCuMxHrS! 

Ima…",http://Instagram.com/nationalparkservice,instagram.com,,5/1/2019 0:00,https://twitter.com/#!/modeezy101/status/1123376518762094592,,,1123376518762094592,,1
shelleybear66,whitehouse,,,,,,,,,,557,,,Mentions,5/1/2019 0:04,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,5/1/2019 0:04,https://twitter.com/#!/shelleybear66/status/1123377622250139648,,,1123377622250139648,,1
shelleybear66,flotus,,,,,,,,,,558,,,Mentions,5/1/2019 0:04,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,5/1/2019 0:04,https://twitter.com/#!/shelleybear66/status/1123377622250139648,,,1123377622250139648,,1
sandra56586361,whitehouse,,,,,,,,,,559,,,Mentions,5/1/2019 0:05,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Patriots are so proud of you Mrs. Trump. Thank you for all you do fo… https://t.co/Odnu9ZZxxI,https://twitter.com/i/web/status/1123377807105511425,twitter.com,,5/1/2019 0:05,https://twitter.com/#!/sandra56586361/status/1123377807105511425,,,1123377807105511425,1122880769347719169,1
sandra56586361,usda_ars,,,,,,,,,,560,,,Mentions,5/1/2019 0:05,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Patriots are so proud of you Mrs. Trump. Thank you for all you do fo… https://t.co/Odnu9ZZxxI,https://twitter.com/i/web/status/1123377807105511425,twitter.com,,5/1/2019 0:05,https://twitter.com/#!/sandra56586361/status/1123377807105511425,,,1123377807105511425,1122880769347719169,1
sandra56586361,natlparkservice,,,,,,,,,,561,,,Mentions,5/1/2019 0:05,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Patriots are so proud of you Mrs. Trump. Thank you for all you do fo… https://t.co/Odnu9ZZxxI,https://twitter.com/i/web/status/1123377807105511425,twitter.com,,5/1/2019 0:05,https://twitter.com/#!/sandra56586361/status/1123377807105511425,,,1123377807105511425,1122880769347719169,1
sandra56586361,flotus,,,,,,,,,,562,,,Replies to,5/1/2019 0:05,@FLOTUS @NatlParkService @USDA_ARS @WhiteHouse Patriots are so proud of you Mrs. Trump. Thank you for all you do fo… https://t.co/Odnu9ZZxxI,https://twitter.com/i/web/status/1123377807105511425,twitter.com,,5/1/2019 0:05,https://twitter.com/#!/sandra56586361/status/1123377807105511425,,,1123377807105511425,1122880769347719169,1
alfonzogordang1,whitehouse,,,,,,,,,,563,,,Mentions,5/1/2019 0:06,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,5/1/2019 0:06,https://twitter.com/#!/alfonzogordang1/status/1123378211071696896,,,1123378211071696896,,1
alfonzogordang1,flotus,,,,,,,,,,564,,,Mentions,5/1/2019 0:06,"RT @FLOTUS: Enjoyed showing Mrs. Abe the Washington Monument, US National Arboretum &amp; of course the @WhiteHouse today. Thank you to @Natlpa…",,,,5/1/2019 0:06,https://twitter.com/#!/alfonzogordang1/status/1123378211071696896,,,1123378211071696896,,1
symmetry_11,us,,,,,,,,,,565,,,Mentions,5/1/2019 0:07,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/1/2019 0:07,https://twitter.com/#!/symmetry_11/status/1123378278658605056,,,1123378278658605056,,1
symmetry_11,natlparkservice,,,,,,,,,,566,,,Mentions,5/1/2019 0:07,RT @FLOTUS: It was wonderful to visit the Washington Monument and US National Arboretum with Mrs. Abe on Saturday! Cc: @Natlparkservice @US…,,,,5/1/2019 0:07,https://twitter.com/#!/symmetry_11/status/1123378278658605056,,,1123378278658605056,,1
